id,post,label
9182,sanctuary cities are bs and should not be funded to improve public safety the best solution is deport the illegals now,1
9183,keep texas strong and safe,0
9184,if only the fuhrer would have given rommel one more division in north africa,1
9185,if they are illegal yes they go and must come back like legals to the back of the line amnesty and you are done,1
9186,if the 4a doesnt prevent customs from making warrantless searches 1a doesnt prevent a ban on muslim immigration,1
9187,wants america white again w white supremacist support refuses 2 disavow trump 4 klan 16,1
9188,more than caire we are fair,0
9189,its called america first self preservation against invasion of illegals into our country,1
9190,all british are advised to move to folkland island as fuhrer advances to avenge nuremberg bombings,0
9191,neverforget israel jewish criminals did 911 to justify endless war tyranny google israel did 911 - i dare u,1
9192,hands off my cecil rhodes monuments,0
9193,youre white want to protect preserve your distinct race ethnicity just like everyone else that co,1
9194,white genocide in america 1960-2060 swrm whitegenocide us via,1
9195,retweeted robert spencer hamas abbas by religious standards a jew for attending peres,0
9196,oh but why have nobody called me a racist even tho im white maybe becau,0
9197,lol the only pro alt audience you have are the brain dead now be a,0
9198,protestpp happening now in chicago il 12 illinois locations people rallying 2 support life ppsellsbabyparts,0
9199,ur argument about white christians killing people is lame sharia law is dangerous,1
9200,ram rajya as rule of dharma returning to up and through it to india and the world must be developed with dedication and devotion,0
9201,thank you milos outlived any purpose he supposedly served as an alt-right gateway now hes just a classic lib degenerate,1
9202,where is new testament says to kill rape anyone nowhere prophet koran hadith command you to kill rape nonbelievers if you want go heaven,1
9203,an unusually self destructive people these scandisoh yes i know them well,0
9204,and these guys give a constitutionalist account not a pro-white p o v,0
9205,end them all potus,1
9206,jews are white like me,0
9207,good read for whites who dont exist but need to pay muh everything,1
9208,gee i thought tearing down confederate monuments was going to bring a golden age of peace,0
9209,religious liberty for christians in our christian countryno liberties for muslims nor satanic atheists church of,1
9210,absolutely insane government corruption - wpww zog nwo,0
9211,you bet usa needs borders we need to protect us jobs citizens stop passing drugs etc trump will get a wall,1
9212,why cant you just admit that you want trump to bring race-based welfare-statism to the white working class its what you want,0
9213,its axiomatic that all southern white men are lousy in bed,1
9214,white supremacy,0
9215,i struggle to understand how anyone can willingly want the destruction of their people and culture,0
9216,south korean airport grapples with overflowing garbage from chinese tourists,0
9217,check out this must read article from we need to protect our religious liberty now before its too late,0
9218,hate crime charges filed in torture kidnapping of white man in chicago video via,0
9219,because like him those values are fake,0
9220,slavs are white,0
9221,only solution white revolution,1
9222,you retweet white supremacists and say this,0
9223,truth is hunter pals need milo how pathetic is that,0
9224,both are still racist,0
9225,they constantly squeal bout charlottesville charlottesville was a good thing we learn,0
9226,a world without white people a visual look at a mongrel future via,1
9227,remember these non white hoards will be dropping litters for decades to come america buried in a mudslide republicans smile,1
9228,What do you call 1 black person on the moon A problem What do you call 2 black people on the moon A problem What do you call the entire population of black people on the moon Problem solved,1
9229,actually id never be so presumptuous i dont know how you feel and couldnt care less,0
9230,this thing with ie took us by surprise then again it wasnt a surprise because it is the logical conclusion of optics cucking disavowing the entire movement not just us is an untenable position,0
9231,jeb was forgettable no one is talking about him gopdebate,0
9232,i think white self-hating should be treated like mental illness,1
9233,black activists call for lynching and hanging of white people and cops,1
9234,im not white lol apparently yall are raci,0
9235,you got people like weev talking as if hes the most well perceived person in the movement t,0
9236,gay-milo is embraced by one pro-semite editor at tac mag the old dude muted me b c he perceived my comments 1488 anti-semitic,1
9237,muhammad was false prophetshould jews kill because christians believe in messiahchristians kill cause some wont,1
9238,islamic republic of iran terrorist cleric and its different the path of our people is i,0
9239,this is what obama is hiring people to do with embezzled money,0
9240,while the demonstrator was allowed to assault us with his pasty white legs,1
9241,so its your contention that white people support being dis,0
9242,blacks have the best party time in white countries - welfare fattened selling their culture impregnating white women,1
9243,not white kids though,1
9244,btw most that go as jews nowaday are azerbeidjani kazar white looking but black hair ie the many killercops,1
9245,muslim who slashed ny cop w cleaver deemed not a terror threat after by via,1
9246,the white walkers have taken over the gop it used to just be accused of being a racist party,0
9247,interfaith outreach in syria missile hits catholic school one child dead 61 injured,0
9248,that isnt what white meant in 1790,0
9249,the families critics dont talk about are the families of americans forever separated from the people they love -,0
9250,if you skip class to protest trump you might be a college dropout soon anyway,1
9251,suck my dick douche bag freebies please i wish me and my whole family were born in the usa shoot yourself loser,1
9252,retired lt col bob maginnis joins dcwatchlive next to discuss charges of desertion for sgt bergdahl,0
9253,naw - they can resort to what theyre best at - hawking that dope,1
9254,lets take that shit back brothers fuck the porch monkeys,1
9255,non-white hate crime mob violence comes to finland video via,1
9256,what btw is wrong with protecting white women or white kids are we only supposed to protect pp,0
9257,about the recent auschwitz article from the independent can anyone shed light on what herr grnings motives,0
9258,whats worse a white animal abuser or a black jew,1
9259,get the white man liberalismin4words,1
9260,agreed two leftists that will oppose any measures to keep american citizens safe potus has tough road fighting these types,0
9261,fair immigration is a branded hate group run by racists and white supremacists,0
9262,rt lyin ted knows had nothing to do w ne lyin ted has not done well w people just ask his classmates-or friends in dc,0
9263,but he has probably gone mad because of white people and confederate statues -,0
9264,whites are 42 of richmonds population but only 30 of the committee racist,0
9265,join the crowd apparently im a racist for pointing out facts and evidence if everyone is a racist then no one is a racist,0
9266,sickening and the media is lapping it up crooked media,0
9267,no she is asking covertly for antifa to show up to polling stations intimidate whitey the white supremacy straw man is a front,1
9268,live advani keen to become ls speaker rajnath too may join modi govt,0
9269,news you should know brittany maynard saira blair 6th circuit marriage decision and more,0
9270,But theres a difference between black people and niggers You shouldnt deny that until youve been to the South and have seen the difference,1
9271,i think the south should be independent but our biggest problems dont disappear at the ohio river,0
9272,christians who kill and hate are not following jesus thus they are fake,0
9273,who is that racist white man on that poster he looks like the very symbol of the patriarchy,0
9274,if youre white woman theres an 85 change that your attacker is white but they want to,0
9275,in case youre wondering why the alt-right is raising alarm bells about our demographic future,0
9276,how do you fit a group of jews into a mercedes number in the front number in the back and number in the ashtray,1
9277,the left wants you to know that trump is the last stand of white america via,1
9278,nearly 3 million hindus were never accounted for and are presumed dead genocide to describe,0
9279,facts workers of all colors are the enemy black white send us to,0
9280,has anyone ever legitimately debunked jared taylor altright whitepeople,1
9281,safety crisis planned parenthood in st louis hospitalizes 65th patient from botched abortion,0
9282,the libs wouldnt care one bit if true,0
9283,she deserves it you lay with fleas youre going to get bit,1
9284,black nationalism asian nationalism white nationalism,1
9285,he was not elected in a general elections sikhs hindus and christians have separate minority seats in parliament,0
9286,kikes are not white they are semites - arab blood,1
9287,this will stop when antifa types start serving jail and prison time for this stuff,0
9288,a message from anonymous ferguson fergusondecision opkkk opferguson,0
9289,everyone prefers their own race and culture churches are mostly white black korean etc blacks now want black only dorms etc,1
9290,my ancestors conquered this land why would i squander my inheritance,1
9291,i have nothing for or against the label i just want my and other people to survive be treated fairl,0
9292,how is white supremacy bad for white ppl white supremacy without non-white inferiority without white supemacy america is amexico,1
9293,hellstorm the rape of germany video swrm via,0
9294,unarmed white woman killed by police where was her white privilege,1
9295,a fuzzy headed screaming little chimp with a white breeder motherwhat an abomination,1
9296,because djt never was a populist nationalist he simply said over over what populists nationalist,0
9297,what should say to violent radical anti-white fanatics who are corrupted by jewish propaganda know this your days are numbered,1
9298,anti-racist world white web project says googles search results are not diverse enough via,0
9299,pulpit freedom sunday oct 7th erik stanley on stand up for the truth,0
9300,hasnt he been a populist much longer than the campaign might be more co-opting than bait-and-switch,0
9301,hes still better than northam and wants to protect confederate monuments hes even b,0
9302,if youre white youre an immigrant,0
9303,white supremacists like are the same ppl who opposed daca and think muslims shouldnt live in the us,0
9304,via national review white working class towns deserve to die,1
9305,holocaust debate comments news wikipedia uses auschwitz documents as example for euphemisms you hea,0
9306,i dont hate anyone i hate some regressive political systems that oppress people,0
9307,mcconnell is pro-jewish he was annoyed by my anti-semitic comments for a time,1
9308,you have to ask yourself just who is the racist now,0
9309,georgia the failed white utopia georgia heres an excerpt from cultivating race the expansion of slavery in,0
9310,you will find once you re-integrate back in white society white supremacy is alive well extremism is not viable umsustainable,0
9311,whitepeople should donate to pro-white groups like and,1
9312,all news channels suspend their primetime telecasts showing live modiindubai modimagic modi deeply engages uae crowd,0
9313,out those dunces,1
9314,missed opportunity youre only saying that because i am white anti-racist is a code word for anti-white,1
9315,defund sanctuary cities they are dangerous for citizens and our children and grandchildren wake up america,1
9316,and enslaved africans built white house,0
9317,white house leaks nothing they pass disinformation to stupid republicans who repeat what they say more like a silent fart,0
9318,italians arent romans whites are just pale neanderthal half-breeds,1
9319,the new centry foundatin is a white supremacists thinking tank arm of the,0
9320,all this does is put a neon sign over your head that says milo connects with ppl more,0
9321,and if somebody really thinks they must vote then vote third party or write in it wont do anything but make you feel good but,0
9322,let white people rule,1
9323,how does stealing womens health options lead to a victory for women incomprehensible,0
9324,yup thats why racism still exist everybody wants to make everything racist every event racist every word racist every statue now,0
9325,how is this pro white,0
9326,it never fails swearing and personal attacks by suspected white supremacists is a stable part of what they do so much hate and disdain,0
9327,rips doj for engaging in collusion with jihad,0
9328,southerners are considered bad whites msm only cared about hurricane katrina bc you know,1
9329,what was delusional they think that white people will become minorities here and that people dont like whites is that what you mean,1
9330,european refugee crisis worsens wakeupamerica whitelivesmatter,1
9331,the south has already risen again dixie has an economy larger than germany we just need independence,1
9332,because blacklivesmatter is an anti white hate group,1
9333,i think social media is one reason why the polls are trending prolife prolifecon,0
9334,punching people at protests is never acceptable unless i agree with the views of the person punching in which cases its totes cool,0
9335,jewish war on nordic sweden israeli government openly exports african illegal immigrants to,1
9336,pro-white american nationalist,0
9337,trump is bringing alpha maleness back to the white house via,0
9338,rt crooked hillary you didnt lose because you couldnt portray yourself as an agent of change you loss because you are a socialist agent of destruction shut up hillary and stop whining,1
9339,america was 95 white until 1965 the rest of the west was even more white we borrow technology that works but not other people,1
9340,i dont want him to draw first blood just the last laugh,0
9341,no we need honest hard working clever intelligent human beings from non muslim countries and we al,1
9342,the emergence of white identity in thechesapeake,0
9343,thank god there is nothing bigger going on in the world today so you can talk about charlottesville so many months later,0
9344,absolutely it is doing as what is in the koran,0
9345,ethnic norwegians disappearing as non-white colonization intensifies read more via,1
9346,the new right are shills who dont care for the white race can be ignored the alt right h,0
9347,h t its not islamophobia if they really are trying to kill you,1
9348,if they dont say upfront they are for the white race its because they arent,1
9349,wealthy white people are taxed and their income is redistributed to sustain 40 of black people in ms on snap ebt,1
9350,my house was tped possible it wasnt antifa but likely,0
9351,they say anti-white wow,0
9352,well those groups are anti-white and its obvious in their speech,1
9353,wake up from white supremacy,0
9354,rt watch har ghar modi a song dedicated to narendraa song dedicated to narendra modi,0
9355,nobody is worshiping either of those monuments,0
9356,proving that as non white numbers grow they wont need their white leftist enablers and will turn on them,1
9357,beyond time to stand up to cowards who run up behind people and spray bear mace and pepper spray in their eyes,0
9358,i havent seen r spencer p geller shouting kill the islamists behead them so on,0
9359,little white girls are resources,0
9360,their site is meant to scare people illegals murdering white citizens nothing about radicalized white american men murdering people,0
9361,sure dude the brainwashed white people you speak of are your team,0
9362,1st the will question my race then call me a troll then ws then more race rinse repeat when someone would rather call names than debate the idea game set matchthey hate govt yet demand more and more entitlements blame every bad life choice on race want white guilt,1
9363,we must secure the existance of our people and future for the white children,1
9364,do you think disaffected whites will be turned off by american aesthetics,0
9365,being racist and being aware of a race problem are different things i dont hate a race i just love mine we have a racial invasion here,1
9366,29 17 white house press briefing,0
9367,their greatest weapon was mid - 20th century network television when they had an absolute cultural stranglehold - -,0
9368,orbiting lunar base german astronaut reiter on deep space gateway,0
9369,guantanamo is too good for them gallows are better,1
9370,if three psycho moozlims can cause a bloodbath like this what will happen if they launch another attack on america god protect the usa,1
9371,it became make israel greater again miga,0
9372,the annual rate of miscegenation on plantations was less than 1 percent per annum,0
9373,and now the reporter or whatever he is says white women are racist because they bump into him,0
9374,free speech under assault worldwide withjewswelose,0
9375,feds target family business calls on trump to protect it religiousliberty,0
9376,disarm lunatics black people besides being ignorant and racist youre one of the lunatics,0
9377,and what about all the black babies murdered at klanned parent in da hood founded by a white racist to eliminate the black race,0
9378,if he really wants 2 b a chic its just as gross as white women dating blacks we should preserve the white race,1
9379,holocaust debate comments news where does it go from here i wonder how history will eventually judge,0
9380,what have blacks built,1
9381,no fence gives agents time to stop invaders e-verify for employment benefits and dmv should also be added,1
9382,agree hindus r secular n tis our homeland but opp hindu minded u mean xtreme right,0
9383,all must remember is desh ki shaan hain india is proud of him,0
9384,which nation is not multicultural what is white culture,0
9385,i lived in memphis temporarily for 26 years the democrat politics were like new orleans as soon a,0
9386,youtubers have been getting demonetized for months charlottesville is the excuse for all of this not the catalyst,0
9387,what people dont understand is that whiteness and white property are inherently violent and evil so v,1
9388,good advice thanks for the support makeamericagreatagain,0
9389,if merkel thinks 1m syrian immigrants are going to go home peacefully after 2 years she is more deluded than first thought leaveeu,0
9390,how else do they get a pure white country funny thing is whites without realising could have african or south asian heritage xd,0
9391,we need to stop the flow of immigration in our country all must be vetted just obey the laws deport criminals,1
9392,george washington signed legislation making it so only free white men could immigrate to america,0
9393,if the dogs and flowers are white shut it down,0
9394,holding a job shouldnt mean having to live under your employers faith,0
9395,the globalist multicultural anti-white minions gonna hate whatcha gonna do smh keep it up jess were winning,1
9396,74 of terrorist attacks in the us come from you - us nazis and white supremacists christi,1
9397,are messy honey he said america was a white nation they need to take it back,0
9398,we must heal from the effects of 8 years of nobama giving away the kitchen sink but leaving us the swamp dwellers so we can regain health,1
9399,what generation does antifa belong to,0
9400,watch this vid calling it racist bc says dreamers will replace old white men in congress,0
9401,the koran in america is not the true koran there koran teaches them to convert us or kill u,1
9402,breaking isis retreating in syria jets strike 32 facilities overnight - russian military,0
9403,of course unlike many white racists we arent mindless haters the jewish finance shark isnt any worse than a white one,1
9404,no their hatred of white people we saw this when blacks burned white books art in south africa,1
9405,cuz im white the same qualified non-white competing for the same job may lose out to me becuse the employer is racist,0
9406,just garbage gang of 8 swamp managers,1
9407,anti-white supremacist the new code word for antiwhite,1
9408,the only known recording of adolf hitlers normal speaking voice swrm adolf hitler speakingvoice,0
9409,conservatism conserves nothing,0
9410,yes please id donate the us will never be a white ethnostate,0
9411,yep undeniably antifa recruitment material,1
9412,white minority eradication,1
9413,i hate to be the bearer of bad news white americans,0
9414,rt google search queries for racism from 2004 to present mostly white countries bombarded with anti-white media and open borders lunacy the rest of the world is racist af and doesnt care,1
9415,boston youre not going to try and send the 3 million irish immigrants back home are you tobesure boston identityevropa,0
9416,i am a white male and i say white privilege does exist your move brad,0
9417,he could have remained union so he went white collar non union my dad went blue to white in ny w a electrical firm it eventually shuttered but hes still union and enjoys his retirement benefits health regardless i think your aunt uncle should have sold stock earlier,0
9418,pl ban cow slaughter at once it does not require budget or money,0
9419,moved out in 2015 so greatful i did when i see this crap california the sewer state,1
9420,considering whites are the majority of america wouldnt it make sense they commit most of the crime duh lol 1,0
9421,the punchable fat white liberal face,1
9422,hunter wallace thank you for being the only one of the leadership who hasnt cucked on this issue if,0
9423,and the question i have is why is your white identity hurt by taking thesecstatues down,0
9424,a racist is a racist and we learn about them in school and in museums we shouldnt have to see monuments to them at our kids soccer games,0
9425,wait youre a feminist and support islam if you dont get cognitive dissonance from that youre not sma,0
9426,daca must die works against american public all must be removeddeported maga masa trumptrain dts lockherup,1
9427,hello pundits shocked by cruz win in kansas my advice is that you nevertweet,0
9428,hema ji will become cabinet minister for sure and will challenge jj in tn assembly election,0
9429,the white race isnt dead yet and neither is scotland or england,0
9430,they simply need to enforce the border laws reverse anti-white anti-family propaganda spencers opinion is not realistic,1
9431,he should b charged w murder he created the environment that lead 2 antifa attacking the car that killed t,0
9432,please provide an example of a racist comment by robert spenceryou cant hes never said anything racist,0
9433,illegal is not a race true but they arent pulling over cars looking for white law breakers,1
9434,they are on this white privilege and supremacy kick again,0
9435,lets turn our hate into action action report on the liverpool white man march via,1
9436,delhi jama masjid imam bukhari assaults a muslim journalist for supporting hindus arrestbukhari,0
9437,berlin is the new jerusalem more and more israeli jews moving to germany swrm via,1
9438,How many Jews does it take to cook a dinner Two One in the fire one above the fire,1
9439,jim campbell with on this weeks show religious liberty chilling and responses,0
9440,little sisters and big brother letthemserve,0
9441,conservatism survives to cuck another day if we keep losing to the dems always if we win who will cuck,1
9442,im sure justine damond would reject these actions by you disgraces to white members of the human race everywhere police violence against anyone needs to be called out,0
9443,identity evropa activists in washington d c spent the day flyering our nations capital,0
9444,rt the pro-amnesty groups behind conservative immigration event noamnesty,1
9445,video education site on current events and nationalsocialism - spread the word workingclass cnnblackmail fnn,0
9446,please kill urself hunter,1
9447,should we be surprised unless a man openly declares for the white race you can be sure he isnt and trump isnt,0
9448,know embrace and deeply appreciate your european american heritage the,0
9449,educated and informed people have warned of this why are we still importing them they can not be happy in the 21st century,1
9450,pewdiepie had a great career acting like a stupid moron that is what the globalists wanted from him,0
9451,uh heres another account im gonna take down can you guys help,0
9452,by the way robert shias dont believe in sahih bukhari muslim will you be addressing their own hadiths in future,0
9453,if you are white you are apologizing for hate,0
9454,until you denounce your beliefs in a white america we real dont have anything to talk about your ideology is a lie,0
9455,yes he really did say that he also destroyed black families with his great society leading to single parent households cycle of poverty,0
9456,we must secure control of media and universities if white people are to exist 14words,0
9457,wake up white america your end is coming wtf,1
9458,hitler was germany germans shall rise again,1
9459,british imam tells media that muslim rapists are motivated by race and religion przez islam,1
9460,thats not a bright move but then again they have a beverly hills antifa chapter,0
9461,im ashamed to have you and your klan as a member of the white race otherwise certainly altright,0
9462,its because they are a bunch of w i n os cucks who are white in name only who are too afraid to be pro-white,1
9463,robert spencer in frontpage when are islamic terrorists not islamic terrorists,0
9464,no daca send them back to country of origin build the wall stop illegals from any birth rights to children or entitlements no reason to come theyll stop,1
9465,jewish alt-right backer mocks neo-nazi for scrapping montana rally via,0
9466,thats b c white people arent killed for being white,0
9467,recently was informed by a lib tht blk ppl cant be racistthey can only be prejudiced what do i no same lib said i was white privilege,0
9468,we must rid america of this barbaric oppressive evil ideologywe are dealing wsavages who follow evil ideology,1
9469,on how diversity signals the end of freespeech tcot tpot afire,0
9470,im sure youd love to kill anyone who is non-white or jewish lol disgusting vile human you are,0
9471,i would never want my daughter or anyones daughter 2go 2 planned parenthood,0
9472,yeah how dare those extreme left wingers jump in front of a car driven by a poor ickle innocent nazi,1
9473,moderate palestinian official i swear that if we had a nuke wed have used it this very morning hatefree,0
9474,because if she were fired shed proclaim racist america,1
9475,i support slavery so much i think it should be brought back people worked and were well behaved back then,1
9476,dems have no message but his racist,0
9477,oy vey what is the matter with you nasty rats why cant i be part of your little goy club,1
9478,islam and muslims should be completely eliminated through any means from all western nations no exceptions removekebab,1
9479,everything is racist,0
9480,then why wouldnt it be helpful to use american identity to win them over,0
9481,yesterday was white supremacists today is white nationalists tomorrow just saying white youll come as racist control the perception,0
9482,our lier and betrayer will never disavow antifa why they keep,0
9483,of course its racist it was written by a white man of good character,1
9484,resisting decay annihilation of white race,1
9485,team america needs immigrants who speak read write english has a college degree and a verifiable work history not 3rd world type losers who makes no effort to assimilate sports teams pick the best of the best and they dont recruit in 3rd world countries,1
9486,with ks results fl and mi polls im tempted to tweet peaktrump but ive decided its a jinx so for the greater good will refrain,0
9487,its ok to be white and im proud to be white just like your proud to be black and its ok to black also,0
9488,why are you racist towards white people why do you hate them so much,0
9489,will gay marriage kill puppies,0
9490,white nationalist alt-right celebrates a banner month via,0
9491,salient points of speech by honble prime minister shri narendra modi addressing public meetings at tinsukia,0
9492,i understand your sentiment about obummers trolling bbbbuuuutttttt sooner or latter trump will get feed u,0
9493,hey were r the white girls,0
9494,mountain division waffen-ss prinz eugen t-shirt read more via this shirt for the gym,0
9495,ok i will only comment if you support sharia as i oppose religious law eg sharia,0
9496,are you at this event trump is a hero here tonightwhy white nationalists are drawn to,0
9497,this is white heritage honor it,0
9498,throw pc out the window call a spade a spade mustknow thy enemy,1
9499,well if the policies of those geniuses have shrunk the middle class some people might disagree,0
9500,i am not a white supremacist i am a race realist no race is superior we are different blacks are physically superior asians mentally,1
9501,want america to be safe and secure impeach the white supremacist president oh and get off my feed,0
9502,yea white rich people or racists,1
9503,a black james bond would it be okay to have a white mr t some ideas are just plain stupid,0
9504,white nationalism is malignant or other nationalism is benign simple mlk espn,0
9505,jared taylor is great in this interview - he would be an outstanding candidate for political office,0
9506,trump has a savvy with the media that belies his intelligence that is an inherent skill not measured by his sub - 90 iq ergo genius,1
9507,glenn becks 8 28 event will fulfill prophecy and bring about the third great awakening right wing watch,0
9508,first it was the knockout game which hasnt stopped now theyre destroying our heritage soon it wil,1
9509,charlottesville wasnt about blacks the main fighting was white on white,0
9510,white guilt knight,1
9511,im white and i love you,0
9512,Why do police officers never get incarcerated for shooting unarmed black men Because animal cruelty is not punishable by jail time,1
9513,how rich did that racist get what a racket,0
9514,most white people are able to compete in an egalitarian society so racist dum,0
9515,bbc news the national socialist groups patrolling kiev video read more by,0
9516,wethepeople demand buildthewall wallsandlaws arrest those who harbours and helps criminals its called obstruction of justice 10yr jail,1
9517,being racist can be detrimental to your health,0
9518,wow and here we was giving them so much respect this whole time i feel betrayed no more mr nice guy maga jesussaves,0
9519,definitely true that american rootlessness from decades of civic nationalism is causing some soul searching white black hispanic identities etc however its pretty obvious that people who look white often profit off of identifying as non-white remember rachel dolezal,0
9520,your account is going to be shut down for racist rants against white people and minorities,0
9521,ive suggested 1there is a massive problem 2it needs dealing with 3cutting 20000 police jobs,0
9522,jihad will start from here - auckland man threatens to kill again,0
9523,all goals should be discussedsmall and bigbaked cucked he fears being called racist over white rig,1
9524,dont be jealous of them it is clear you are poor white trash people who just hate the fact that jews are smarter and richer than u,1
9525,your biggest problem is people associate u you guys with being basement dweller incels dispel that not,0
9526,rt bangladeshi wahhabis are taking over indian mosques spending crores to grow intelligence bureau report,0
9527,fact coca-cola founder inventor col john pemberton was a slave owner and democrat,0
9528,pl name the skills that were acquired ladies make up technology or security guard training,0
9529,my doctor is white,0
9530,think for yourself for a change i bet you think blm and antifa are peaceful,1
9531,do you guys have a clan on call of duty,0
9532,there is no white supremacy movement,0
9533,if stodgy old jared taylor is edgy then im leon trotsky,0
9534,round the muslims up send their asses packing,1
9535,stop all federal finding to all cities states with sanctuary cities until laws are complied with dts,1
9536,theres no freedom of speech in corp america either the ledt cry to shut us up,0
9537,no theyve been wildly misinterpreted the phrase all people are created equal was in reference to the abolition of nobility,0
9538,separation between trump and the alt right is healthy,0
9539,actually if you stand up to antifa you get legislation condemning you in the halls of gop congress and signed by,0
9540,sharia is hate youre a special kind of stupid arent ya,1
9541,just fyi modern banking as we know it started in italian city states by whites not jews,0
9542,Freedom IS more important than safety these urine soaked socialist piece of shit fags never put a gun in their hands fought 4 R country I have no problem wiping these high school commies off the face of R earth or them killing eachother Im glad they go home play 10 hours of PlayStation itll prepares them 4 Whats coming 4 threatening R 1st 2 Nd amendment,1
9543,cuckservatives becktown ive been saying for years its coming,0
9544,trump so mentally instable calling himself white or american hhahhaha silly human theres no such thing,0
9545,they also founded america as a white country and would stand with th,1
9546,I wish GPS had an avoid ghetto setting,1
9547,the trucons are getting blown out tonight looks like it will be over 50 across the board,0
9548,antiwhite be like white people in a group holocaust,1
9549,irrelevant hecklers veto prevents pre-emptive actions like that of the university,0
9550,this is trivial best looking man in the world this is nothing to lose sleep over my point was lately european americans act like they arent in charge anymore and so anything trivial triggers a reaction,0
9551,uk racist black man punches pregnant white girl in stomach as onlookers watch in horror via,1
9552,ive been telling people overwhelming diversity can will undermine social cohesion,1
9553,bexar county sheriff says the bill would alienate immigrants wait what alienate illegal aliens,1
9554,has lost the plot pl hang criminals of this traitor party also purge bjp,0
9555,since theyre white i guess theyre just misunderstood,1
9556,download free my new song titled w k t g click here,0
9557,so youre saying that only white peopls are peaceful,0
9558,are you white,0
9559,the sex and skin color is irrelevant 3 evil people need to meet their maker asap,1
9560,oh my god not wanting white children to be victimized by black childrens is racist,0
9561,chris matthews only whites can be racist,0
9562,acting white remains a barrier for black education,1
9563,kill isis,1
9564,i dont trust the census its a well known fact all of the middle easterners check the white box america was destined to be what it is,1
9565,and you will be shocked when god comes and kills all the half ape black people,1
9566,presstv-trump ill close us borders on day one trumptrain trump2016 makeamericagreatagain,0
9567,oprah scholarship recipient and hate crime victim revealed to be white via,0
9568,shri is hindu minded and he will take right action some in bjp are useless no doubt,1
9569,is zuma talking about seizing white land or not are you denying it,1
9570,dont care for the white people because niggers and other people get everything when they come to are county -,1
9571,stand up america or it will be to late we as real americans must fight the agenda of our liberal left communists stand up unite defeat the take back our free speech freedom and democracy wake up watch the enemies within see the truth how they have infiltrated our gov truth now,0
9572,landrieu only won 18 of the white vote,0
9573,rt our country was advancing in its high regard for women leaving the barbaric days of back-alley abortions,1
9574,7 white south africans are asking for our help theyre trying to get the word out about what is happening to the white community,1
9575,thank god for our military and vets islam will be destroyed if they try any shit in america maga,1
9576,i know when they leave it they call them brainwashed when white conservatives prove leftist black folk wrong theyre called racist,1
9577,abe lincoln white nationalist swell guy,0
9578,i cannot refute autistic screeching even jewish sorcery has its limits,1
9579,have you heard komo radio dave ray on sanctuary cities by fairfederation on soundcloud np,0
9580,hello my white m8s how are you,0
9581,advice to politicians no guts no glory blog immigration noamnesty,0
9582,individually people are capable of being whatever they want theres plenty of ci,0
9583,gavin married non-white too you cant get more anti-white than not choosing a white partner,1
9584,Throw every one of the traitor son of a bitches off the bench and hang them RFN,1
9585,please join us for 9 weeks of prayer for religious freedom,0
9586,do you really think that average every day people are morally startled by these events i,0
9587,next question is award of president ugly history with white supremacists kimdavis,0
9588,how the uniparty lost the white middleclass,1
9589,last time i checked it was one of your guys that killed heather heyer awkward when white nationalists kill a white woman charlottesville,0
9590,it is a human right for every man to have his own people and identity for white and black alike,0
9591,164 deaths of homeless in delhi due to negligence of heartless who live in posh bungalowscc expose them,0
9592,you mean hindus jews christians etc stay in iraq syria get lostttt,0
9593,or kim lobbing a missile into the south,0
9594,we need everyone to keep winning is right about thatwe need milo to keep challenging at the campuses,0
9595,alt-light ideologically vacant people out to promote themselves nice i couldnt agree more,0
9596,the realist report interviews eric hunt transcript via,0
9597,crooked cops posted movie take shelter showing endtmes visions as mental illness on my youtube feed,0
9598,how about none and stop that cucking sham of legal immigration too,1
9599,trump washes his hands of bathroom order sessions starts to turn things around,0
9600,likewise karma bites antifa,0
9601,islamaphobia is symptom of islamic terrorism kill terrorism muslims will kill islamaphobia its up 2 them,1
9602,amen believe me i hate white criminals as much as i hate black criminals i hate white lazy welfare pos as much as black lazy welfare pos see the trend,0
9603,dont worry bill its not a pogrom were just replacing jews with white people,1
9604,my weed is like the quran repeat i burn it until i get stoned,1
9605,can you describe exactly what sneak attack was antifa hitting w baseball bats throwing stuff punching,0
9606,white genocide accelerates in new zealand read more via,1
9607,wanna be like hitler but have no oven throw a penny off a cliff,1
9608,they smother the good white people of america they need to be hung brother south,1
9609,this is just racist,0
9610,good hopefully if america makes them feel unsafe the dirty filthy muslims can go back to their sand lands,1
9611,if they lose the case i think prolife people should make donations to help with the fines i sure would,0
9612,idk what troll is but i sent them incest faggots a mention,1
9613,next thing you know hell complain about how unfair it is being a white dude in america,0
9614,sharia up pints down,1
9615,help alipac overcome facebooks efforts to shut our ability to fight illegal immigration down,0
9616,he gives priority to syrian rapugees rather the unemployed he favors race wars black vs white,1
9617,adf to supreme court govt isnt neutral if it treats the religious preschoolers worse than other preschoolers,0
9618,white genocide accelerates in italy some italian schools are now majority non-white via,0
9619,yes it was powerful and proved many racists never left the democrat party and many still dominated in the south after the so called switch,0
9620,lets stop white people together,0
9621,stop talking to the fbi hunter,0
9622,majority muslim countries not on ban where trump has business uae indonesia azerbaijan,0
9623,the trucons have been all over the airwaves on msnbc,0
9624,and who are these people,0
9625,rt despite obama promise fedfunds going 2 pp through obamacare grants stopppobamagrants join us,0
9626,top 10 german tank aces - the masters of the blitzkrieg via,0
